scenario_label,algorithm_name,metric,n,mean,std,ci95,p50,p95,min,max
sequential,SGCT,progressive_probe_count,50,158.0,0.0,0.0,158.0,158.0,158.0,158.0
sequential,SGCT,signature_grouping_trigger_count,50,158.0,0.0,0.0,158.0,158.0,158.0,158.0
sequential,SGCT,local_short_id_trigger_count,50,1.0,0.0,0.0,1.0,1.0,1.0,1.0
sequential,SGCT,signature_groups_pruned,50,99.0,0.0,0.0,99.0,99.0,99.0,99.0
sequential,SGCT,sparse_signature_groups,50,10157.0,0.0,0.0,10157.0,10157.0,10157.0,10157.0
sequential,SGCT,signature_collision_groups,50,157.0,0.0,0.0,157.0,157.0,157.0,157.0
sequential,SGCT,signature_singleton_groups,50,10000.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0
sequential,SGCT,low_d_fallback_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,SGCT,suffix_signature_trigger_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,SGCT,hash_short_id_round_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,SGCT,hash_short_id_split_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
