experiment_name,scenario,run_id,point_seed,algorithm,algorithm_seed,tag_count,epc_length,status,runtime,scenario_point,algorithm_name
formal_experiment10_algorithm_comparison,prefix80,19,3959937795,DQTA(k_max=3),3934668274,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,19,1188669765,DQTA(k_max=3),1837601411,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,19,4068575958,DQTA(k_max=3),706734417,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,19,122151701,DQTA(k_max=3),3024199869,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,20,3422504533,DQTA(k_max=3),842249818,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,20,4232883932,DQTA(k_max=3),913789877,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,20,3678638554,DQTA(k_max=3),140697390,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,20,1435960876,DQTA(k_max=3),2039297822,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,20,1447386439,DQTA(k_max=3),85081722,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,20,1490620412,DQTA(k_max=3),3986233816,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,20,36137704,DQTA(k_max=3),1905355445,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,20,3072805405,DQTA(k_max=3),449632852,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,21,2767190040,DQTA(k_max=3),7872770,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,21,687968857,DQTA(k_max=3),374405350,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,21,138882790,DQTA(k_max=3),3912516900,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,21,2856226622,DQTA(k_max=3),907870443,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,21,773447700,DQTA(k_max=3),1944055541,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,21,3190063457,DQTA(k_max=3),4188744037,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,21,3175350032,DQTA(k_max=3),3953724758,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,21,3147787421,DQTA(k_max=3),734235352,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,22,1236592999,DQTA(k_max=3),1950687866,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,22,2490750245,DQTA(k_max=3),2128332058,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,22,2799955695,DQTA(k_max=3),701941310,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,22,1176494308,DQTA(k_max=3),2950431431,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,22,1933229166,DQTA(k_max=3),6565349,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,22,2884021080,DQTA(k_max=3),3635841908,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
