BINARY_LENGTH,scenario_label,TOTAL_TAGS,id_distribution,scenario_point,ber,enable_refined_energy_model,enable_resource_monitoring,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,peak_unidentified_tags_count,prefix_length,cluster_count,cluster_prefix_length,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,drct_random_check_count,drct_unresolved_stack_empty_count,channel_use_ratio
96,clustered,7000,clustered,"scenario_label=clustered,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,4096584653,2225292628,11176407.500000,623875.000000,3881321.000000,23948,3945511.490875,3188.410500,3948699.901375,7000,7000,7286,6441,,,,,,,,,,,,,,,,,,,,5.852571,,626.319325,DQTA(k_max=3),47,22.000000,,,,,,,,8.000000,64.000000,20727,0.337724,554.474429,89.125000,4505196.000000,643.599429,1.086788,11176.407500,,,,,,
96,clustered,10000,clustered,"scenario_label=clustered,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,3656942025,127686888,16062385.000000,900259.000000,5402815.000000,34821,8059185.490500,4501.925500,8063687.416000,10000,10000,10941,9253,,,,,,,,,,,,,,,,,,,,5.906600,,622.572551,DQTA(k_max=3),47,25.000000,,,,,,,,8.000000,64.000000,30194,0.331192,540.281500,90.025900,6303074.000000,630.307400,1.080731,16062.385000,,,,,,
96,sequential,1000,sequential,"scenario_label=sequential,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,1585099325,1126200697,1862881.250000,134126.000000,33976.000000,2704,93268.157500,285.240000,93553.397500,1000,1000,1,1135,,,,,,,,,,,,,,,,,,,,3.992000,,536.802869,DQTA(k_max=3),47,21.000000,,,,,,,,,,2136,0.468165,33.976000,134.126000,168102.000000,168.102000,0.881057,1862.881250,,,,,,
96,sequential,2000,sequential,"scenario_label=sequential,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,1061067398,618677805,1963395.000000,134886.000000,81952.000000,3728,199168.123000,310.748000,199478.871000,2000,2000,1,1151,,,,,,,,,,,,,,,,,,,,4.000000,,1018.643727,DQTA(k_max=3),47,21.000000,,,,,,,,,,3152,0.634518,40.976000,67.443000,216838.000000,108.419000,1.737619,1963.395000,,,,,,
96,sequential,3000,sequential,"scenario_label=sequential,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,86315336,1743209751,1581602.500000,99585.000000,144000.000000,4290,239463.824500,271.170000,239734.994500,3000,3000,4,857,,,,,,,,,,,,,,,,,,,,4.000000,,1896.810355,DQTA(k_max=3),47,19.000000,,,,,,,,,,3861,0.777001,48.000000,33.195000,243585.000000,81.195000,3.500583,1581.602500,,,,,,
96,sequential,5000,sequential,"scenario_label=sequential,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,4291229504,2363257305,9358746.250000,673940.000000,284888.000000,13564,2341112.575500,1490.324000,2342602.899500,5000,5000,3,5707,,,,,,,,,,,,,,,,,,,,4.996800,,534.259597,DQTA(k_max=3),47,25.000000,,,,,,,,,,10710,0.466853,56.977600,134.788000,958828.000000,191.765600,0.876117,9358.746250,,,,,,
96,sequential,7000,sequential,"scenario_label=sequential,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,1158133834,3131348622,13106697.500000,943853.000000,398976.000000,18994,4589903.882500,2087.194000,4591991.076500,7000,7000,4,7993,,,,,,,,,,,,,,,,,,,,4.998857,,534.078093,DQTA(k_max=3),47,27.000000,,,,,,,,,,14997,0.466760,56.996571,134.836143,1342829.000000,191.832714,0.875766,13106.697500,,,,,,
96,sequential,10000,sequential,"scenario_label=sequential,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,1720047868,2267420754,9760685.000000,670128.000000,659744.000000,18588,4896178.559000,1670.128000,4897848.687000,10000,10000,3,5723,,,,,,,,,,,,,,,,,,,,4.998400,,1024.518259,DQTA(k_max=3),47,25.000000,,,,,,,,,,15726,0.635890,65.974400,67.012800,1329872.000000,132.987200,1.747335,9760.685000,,,,,,
96,random,1000,random,"scenario_label=random,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,4288710013,936267932,1643567.500000,30885.000000,728967.000000,3530,83235.350250,426.253500,83661.603750,1000,1000,1136,929,,,,,,,,,,,,,,,,,,,,4.062000,,608.432571,DQTA(k_max=3),48,19.000000,,,,,,,,,,3065,0.326264,728.967000,30.885000,759852.000000,759.852000,1.076426,1643.567500,,,,,,
96,random,2000,random,"scenario_label=random,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,684294079,2618161845,3215196.250000,61059.000000,1565573.000000,6880,323250.973750,904.904500,324155.878250,2000,2000,2184,1797,,,,,,,,,,,,,,,,,,,,4.382500,,622.046010,DQTA(k_max=3),48,23.000000,,,,,,,,,,5981,0.334392,782.786500,30.529500,1626632.000000,813.316000,1.112966,3215.196250,,,,,,
96,random,3000,random,"scenario_label=random,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,961768015,3206652834,4689023.750000,89172.000000,2423726.000000,9951,707269.683375,1390.207000,708659.890375,3000,3000,3082,2579,,,,,,,,,,,,,,,,,,,,4.535333,,639.792025,DQTA(k_max=3),48,23.000000,,,,,,,,,,8661,0.346380,807.908667,29.724000,2512898.000000,837.632667,1.163242,4689.023750,,,,,,
96,random,5000,random,"scenario_label=random,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,2559656192,3797925260,8037453.750000,159924.000000,4263224.000000,17008,2015241.894250,2451.460000,2017693.354250,5000,5000,5253,4503,,,,,,,,,,,,,,,,,,,,4.809600,,622.087561,DQTA(k_max=3),48,25.000000,,,,,,,,,,14756,0.338845,852.644800,31.984800,4423148.000000,884.629600,1.110371,8037.453750,,,,,,
96,random,7000,random,"scenario_label=random,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,1189319760,2709266490,11393641.250000,231826.000000,6172960.000000,23982,3996912.473750,3550.132000,4000462.605750,7000,7000,7317,6443,,,,,,,,,,,,,,,,,,,,4.988857,,614.377778,DQTA(k_max=3),48,25.000000,,,,,,,,,,20760,0.337187,881.851429,33.118000,6404786.000000,914.969429,1.086450,11393.641250,,,,,,
96,random,10000,random,"scenario_label=random,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,3512238793,3746346377,16379998.750000,337307.000000,9105873.000000,35096,8211302.946250,5227.550500,8216530.496750,10000,10000,11192,9269,,,,,,,,,,,,,,,,,,,,5.166000,,610.500657,DQTA(k_max=3),48,27.000000,,,,,,,,,,30461,0.328289,910.587300,33.730700,9443180.000000,944.318000,1.078865,16379.998750,,,,,,
96,prefixed,1000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,2877944624,3517042920,1606638.750000,74719.000000,338448.000000,3432,80543.139250,318.662000,80861.801250,1000,1000,1050,921,,,,,,,,,,,,,,,,,,,,4.050000,,622.417454,DQTA(k_max=3),48,20.000000,,,,,,,48.000000,,,2971,0.336587,338.448000,74.719000,413167.000000,413.167000,1.085776,1606.638750,,,,,,
96,prefixed,2000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,6522149,3136159331,3194141.250000,149638.000000,724856.000000,6986,319694.236750,661.704000,320355.940750,2000,2000,2251,1823,,,,,,,,,,,,,,,,,,,,4.389500,,626.146386,DQTA(k_max=3),48,21.000000,,,,,,,48.000000,,,6074,0.329272,362.428000,74.819000,874494.000000,437.247000,1.097093,3194.141250,,,,,,
96,prefixed,3000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2161851743,2106541580,4659445.000000,219102.000000,1124142.000000,10038,708202.841875,1000.275000,709203.116875,3000,3000,3061,2651,,,,,,,,,,,,,,,,,,,,4.566333,,643.853506,DQTA(k_max=3),48,22.000000,,,,,,,48.000000,,,8712,0.344353,374.714000,73.034000,1343244.000000,447.748000,1.131648,4659.445000,,,,,,
96,prefixed,5000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,731917176,747410139,7782950.000000,370176.000000,1949603.000000,16670,1941607.479750,1715.153500,1943322.633250,5000,5000,5017,4435,,,,,,,,,,,,,,,,,,,,4.793400,,642.429927,DQTA(k_max=3),48,24.000000,,,,,,,48.000000,,,14452,0.345973,389.920600,74.035200,2319779.000000,463.955800,1.127396,7782.950000,,,,,,
96,prefixed,7000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,1593400594,3206933124,11332380.000000,547390.000000,2822286.000000,24142,3954887.413000,2505.923000,3957393.336000,7000,7000,7363,6519,,,,,,,,,,,,,,,,,,,,4.992000,,617.699018,DQTA(k_max=3),48,26.000000,,,,,,,48.000000,,,20882,0.335217,403.183714,78.198571,3369676.000000,481.382286,1.073784,11332.380000,,,,,,
96,prefixed,10000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,1735358592,389322995,16130868.750000,781266.000000,4144106.000000,34876,8030545.624750,3634.585000,8034180.209750,10000,10000,10993,9255,,,,,,,,,,,,,,,,,,,,5.163000,,619.929413,DQTA(k_max=3),48,26.000000,,,,,,,48.000000,,,30248,0.330600,414.410600,78.126600,4925372.000000,492.537200,1.080497,16130.868750,,,,,,
96,clustered,1000,clustered,"scenario_label=clustered,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,1254330874,2718820143,1659713.750000,90137.000000,448134.000000,3530,84221.256500,404.341000,84625.597500,1000,1000,1088,961,,,,,,,,,,,,,,,,,,,,4.577000,,602.513536,DQTA(k_max=3),48,19.000000,,,,,,,,8.000000,64.000000,3049,0.327976,448.134000,90.137000,538271.000000,538.271000,1.040583,1659.713750,,,,,,
96,clustered,2000,clustered,"scenario_label=clustered,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,1121760123,52317782,3229608.750000,176099.000000,971939.000000,7062,326587.746875,838.167500,327425.914375,2000,2000,2276,1857,,,,,,,,,,,,,,,,,,,,5.029500,,619.270059,DQTA(k_max=3),48,18.000000,,,,,,,,8.000000,64.000000,6133,0.326105,485.969500,88.049500,1148038.000000,574.019000,1.077006,3229.608750,,,,,,
96,clustered,3000,clustered,"scenario_label=clustered,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,699180311,3227316280,4593880.000000,250216.000000,1544137.000000,10136,694356.776125,1272.500500,695629.276625,3000,3000,3207,2619,,,,,,,,,,,,,,,,,,,,5.299667,,653.042744,DQTA(k_max=3),48,20.000000,,,,,,,,8.000000,64.000000,8826,0.339905,514.712333,83.405333,1794353.000000,598.117667,1.145475,4593.880000,,,,,,
96,clustered,5000,clustered,"scenario_label=clustered,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,3511522175,2803779427,7832736.250000,433946.000000,2167983.000000,16806,1960760.483625,1951.883500,1962712.367125,5000,5000,5057,4499,,,,,,,,,,,,,,,,,,,,5.057200,,638.346529,DQTA(k_max=3),48,22.000000,,,,,,,,8.000000,64.000000,14556,0.343501,433.596600,86.789200,2601929.000000,520.385800,1.111358,7832.736250,,,,,,
96,clustered,7000,clustered,"scenario_label=clustered,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,6557083,1959443345,11228113.750000,627973.000000,3570635.000000,23911,3905949.539625,3041.263500,3908990.803125,7000,7000,7189,6481,,,,,,,,,,,,,,,,,,,,5.617714,,623.435081,DQTA(k_max=3),48,22.000000,,,,,,,,8.000000,64.000000,20670,0.338655,510.090714,89.710429,4198608.000000,599.801143,1.080080,11228.113750,,,,,,
96,clustered,10000,clustered,"scenario_label=clustered,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,543197743,2463532052,15982607.500000,895131.000000,5850372.000000,34666,7983118.435750,4715.448000,7987833.883750,10000,10000,10864,9201,,,,,,,,,,,,,,,,,,,,6.156800,,625.680134,DQTA(k_max=3),48,24.000000,,,,,,,,8.000000,64.000000,30065,0.332613,585.037200,89.513100,6745503.000000,674.550300,1.086838,15982.607500,,,,,,
96,sequential,1000,sequential,"scenario_label=sequential,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,107544943,3600106789,1862881.250000,134126.000000,33976.000000,2704,93268.157500,285.240000,93553.397500,1000,1000,1,1135,,,,,,,,,,,,,,,,,,,,3.992000,,536.802869,DQTA(k_max=3),48,21.000000,,,,,,,,,,2136,0.468165,33.976000,134.126000,168102.000000,168.102000,0.881057,1862.881250,,,,,,
96,sequential,2000,sequential,"scenario_label=sequential,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,4101023989,3251649211,1963395.000000,134886.000000,81952.000000,3728,199168.123000,310.748000,199478.871000,2000,2000,1,1151,,,,,,,,,,,,,,,,,,,,4.000000,,1018.643727,DQTA(k_max=3),48,21.000000,,,,,,,,,,3152,0.634518,40.976000,67.443000,216838.000000,108.419000,1.737619,1963.395000,,,,,,
96,sequential,3000,sequential,"scenario_label=sequential,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,307649801,1846467798,1581602.500000,99585.000000,144000.000000,4290,239463.824500,271.170000,239734.994500,3000,3000,4,857,,,,,,,,,,,,,,,,,,,,4.000000,,1896.810355,DQTA(k_max=3),48,19.000000,,,,,,,,,,3861,0.777001,48.000000,33.195000,243585.000000,81.195000,3.500583,1581.602500,,,,,,
96,sequential,5000,sequential,"scenario_label=sequential,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,1820609597,959749444,9358746.250000,673940.000000,284888.000000,13564,2341112.575500,1490.324000,2342602.899500,5000,5000,3,5707,,,,,,,,,,,,,,,,,,,,4.996800,,534.259597,DQTA(k_max=3),48,25.000000,,,,,,,,,,10710,0.466853,56.977600,134.788000,958828.000000,191.765600,0.876117,9358.746250,,,,,,
96,sequential,7000,sequential,"scenario_label=sequential,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,2796881966,1597546122,13106697.500000,943853.000000,398976.000000,18994,4589903.882500,2087.194000,4591991.076500,7000,7000,4,7993,,,,,,,,,,,,,,,,,,,,4.998857,,534.078093,DQTA(k_max=3),48,27.000000,,,,,,,,,,14997,0.466760,56.996571,134.836143,1342829.000000,191.832714,0.875766,13106.697500,,,,,,
96,sequential,10000,sequential,"scenario_label=sequential,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,1159532710,40541386,9760685.000000,670128.000000,659744.000000,18588,4896178.559000,1670.128000,4897848.687000,10000,10000,3,5723,,,,,,,,,,,,,,,,,,,,4.998400,,1024.518259,DQTA(k_max=3),48,25.000000,,,,,,,,,,15726,0.635890,65.974400,67.012800,1329872.000000,132.987200,1.747335,9760.685000,,,,,,
96,random,1000,random,"scenario_label=random,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,1897189742,1593122187,1654841.250000,31304.000000,730438.000000,3499,83399.522000,427.827000,83827.349000,1000,1000,1084,943,,,,,,,,,,,,,,,,,,,,4.070000,,604.287571,DQTA(k_max=3),49,20.000000,,,,,,,,,,3027,0.330360,730.438000,31.304000,761742.000000,761.742000,1.060445,1654.841250,,,,,,
96,random,2000,random,"scenario_label=random,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,3119412882,2704498973,3248732.500000,62388.000000,1570902.000000,6892,327517.509500,910.227000,328427.736500,2000,2000,2145,1831,,,,,,,,,,,,,,,,,,,,4.399500,,615.624709,DQTA(k_max=3),49,22.000000,,,,,,,,,,5976,0.334672,785.451000,31.194000,1633290.000000,816.645000,1.092299,3248.732500,,,,,,
96,random,3000,random,"scenario_label=random,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2732864024,102895448,4717177.500000,89923.000000,2429980.000000,10133,706747.411375,1394.836000,708142.247375,3000,3000,3237,2597,,,,,,,,,,,,,,,,,,,,4.548333,,635.973524,DQTA(k_max=3),49,23.000000,,,,,,,,,,8834,0.339597,809.993333,29.974333,2519903.000000,839.967667,1.155179,4717.177500,,,,,,
96,random,5000,random,"scenario_label=random,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,4122270629,1276569121,8003112.500000,159297.000000,4258920.000000,16706,2007203.862875,2448.054000,2009651.916875,5000,5000,4978,4485,,,,,,,,,,,,,,,,,,,,4.804200,,624.756931,DQTA(k_max=3),49,25.000000,,,,,,,,,,14463,0.345710,851.784000,31.859400,4418217.000000,883.643400,1.114827,8003.112500,,,,,,
96,random,7000,random,"scenario_label=random,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,3418274702,3338893976,11404827.500000,231870.000000,6165338.000000,24114,4005694.416875,3546.409000,4009240.825875,7000,7000,7443,6447,,,,,,,,,,,,,,,,,,,,4.982286,,613.775175,DQTA(k_max=3),49,27.000000,,,,,,,,,,20890,0.335089,880.762571,33.124286,6397208.000000,913.886857,1.085776,11404.827500,,,,,,
96,random,10000,random,"scenario_label=random,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,3656853584,3017247167,16314198.750000,335115.000000,9088692.000000,34686,8162813.784500,5214.576000,8168028.360500,10000,10000,10842,9229,,,,,,,,,,,,,,,,,,,,5.154700,,612.962987,DQTA(k_max=3),49,28.000000,,,,,,,,,,30071,0.332546,908.869200,33.511500,9423807.000000,942.380700,1.083541,16314.198750,,,,,,
96,prefixed,1000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,3274162738,2094766878,1607412.500000,75039.000000,337920.000000,3358,81667.375125,319.038000,81986.413125,1000,1000,970,925,,,,,,,,,,,,,,,,,,,,4.042000,,622.117845,DQTA(k_max=3),49,18.000000,,,,,,,48.000000,,,2895,0.345423,337.920000,75.039000,412959.000000,412.959000,1.081081,1607.412500,,,,,,
96,prefixed,2000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,36648672,1438401027,3181197.500000,148739.000000,723824.000000,6985,321602.740875,659.390000,322262.130875,2000,2000,2265,1813,,,,,,,,,,,,,,,,,,,,4.382500,,628.694069,DQTA(k_max=3),49,21.000000,,,,,,,48.000000,,,6078,0.329056,361.912000,74.369500,872563.000000,436.281500,1.103144,3181.197500,,,,,,
96,prefixed,3000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2238450924,302201509,4679617.500000,219884.000000,1123650.000000,10204,705307.886250,1001.593000,706309.479250,3000,3000,3215,2659,,,,,,,,,,,,,,,,,,,,4.565667,,641.078037,DQTA(k_max=3),49,24.000000,,,,,,,48.000000,,,8874,0.338066,374.550000,73.294667,1343534.000000,447.844667,1.128244,4679.617500,,,,,,
96,prefixed,5000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,2939106558,2093594850,7771802.500000,369360.000000,1947800.000000,16652,1957807.744125,1712.620000,1959520.364125,5000,5000,5011,4427,,,,,,,,,,,,,,,,,,,,4.787400,,643.351398,DQTA(k_max=3),49,25.000000,,,,,,,48.000000,,,14438,0.346308,389.560000,73.872000,2317160.000000,463.432000,1.129433,7771.802500,,,,,,
96,prefixed,7000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,3076088255,2288405050,11237998.750000,542100.000000,2819219.000000,23839,3921302.969250,2493.809500,3923796.778750,7000,7000,7150,6459,,,,,,,,,,,,,,,,,,,,4.984429,,622.886704,DQTA(k_max=3),49,25.000000,,,,,,,48.000000,,,20609,0.339657,402.745571,77.442857,3361319.000000,480.188429,1.083759,11237.998750,,,,,,
96,prefixed,10000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,2780447384,1383423613,16229000.000000,787820.000000,4146658.000000,34824,8136377.670000,3648.969000,8140026.639000,10000,10000,10821,9335,,,,,,,,,,,,,,,,,,,,5.165900,,616.180911,DQTA(k_max=3),49,27.000000,,,,,,,48.000000,,,30156,0.331609,414.665800,78.782000,4934478.000000,493.447800,1.071237,16229.000000,,,,,,
96,clustered,1000,clustered,"scenario_label=clustered,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,3900796669,3154528276,1570247.500000,84388.000000,514252.000000,3339,78998.746250,425.902000,79424.648250,1000,1000,984,903,,,,,,,,,,,,,,,,,,,,4.884000,,636.842281,DQTA(k_max=3),49,17.000000,,,,,,,,8.000000,64.000000,2887,0.346380,514.252000,84.388000,598640.000000,598.640000,1.107420,1570.247500,,,,,,
96,clustered,2000,clustered,"scenario_label=clustered,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,1226737398,2574959781,3189186.250000,173405.000000,1098393.000000,7022,320393.437875,896.006500,321289.444375,2000,2000,2278,1829,,,,,,,,,,,,,,,,,,,,5.394000,,627.119222,DQTA(k_max=3),49,19.000000,,,,,,,,8.000000,64.000000,6107,0.327493,549.196500,86.702500,1271798.000000,635.899000,1.093494,3189.186250,,,,,,
96,clustered,3000,clustered,"scenario_label=clustered,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,1163816639,1583451867,4605102.500000,250948.000000,1545812.000000,10146,694367.731750,1274.802000,695642.533750,3000,3000,3205,2627,,,,,,,,,,,,,,,,,,,,5.305333,,651.451298,DQTA(k_max=3),49,20.000000,,,,,,,,8.000000,64.000000,8832,0.339674,515.270667,83.649333,1796760.000000,598.920000,1.141987,4605.102500,,,,,,
96,clustered,5000,clustered,"scenario_label=clustered,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,1206487515,819582887,7779260.000000,430006.000000,2848585.000000,16764,1942656.949625,2284.304500,1944941.254125,5000,5000,5069,4463,,,,,,,,,,,,,,,,,,,,5.803400,,642.734656,DQTA(k_max=3),49,21.000000,,,,,,,,8.000000,64.000000,14532,0.344068,569.717000,86.001200,3278591.000000,655.718200,1.120323,7779.260000,,,,,,
96,clustered,7000,clustered,"scenario_label=clustered,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,3000274515,2180507054,11116153.750000,619375.000000,3399895.000000,24008,3884787.079500,2938.697500,3887725.777000,7000,7000,7418,6393,,,,,,,,,,,,,,,,,,,,5.475143,,629.714212,DQTA(k_max=3),49,24.000000,,,,,,,,8.000000,64.000000,20811,0.336361,485.699286,88.482143,4019270.000000,574.181429,1.094948,11116.153750,,,,,,
96,clustered,10000,clustered,"scenario_label=clustered,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,1187171276,2483859646,16099481.250000,902616.000000,5385804.000000,34934,8071055.146500,4498.134000,8075553.280500,10000,10000,11021,9275,,,,,,,,,,,,,,,,,,,,5.909300,,621.138026,DQTA(k_max=3),49,25.000000,,,,,,,,8.000000,64.000000,30296,0.330077,538.580400,90.261600,6288420.000000,628.842000,1.078167,16099.481250,,,,,,
96,sequential,1000,sequential,"scenario_label=sequential,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,2532350222,365315872,1862881.250000,134126.000000,33976.000000,2704,93268.157500,285.240000,93553.397500,1000,1000,1,1135,,,,,,,,,,,,,,,,,,,,3.992000,,536.802869,DQTA(k_max=3),49,21.000000,,,,,,,,,,2136,0.468165,33.976000,134.126000,168102.000000,168.102000,0.881057,1862.881250,,,,,,
96,sequential,2000,sequential,"scenario_label=sequential,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,3303902366,3602335547,1963395.000000,134886.000000,81952.000000,3728,199168.123000,310.748000,199478.871000,2000,2000,1,1151,,,,,,,,,,,,,,,,,,,,4.000000,,1018.643727,DQTA(k_max=3),49,21.000000,,,,,,,,,,3152,0.634518,40.976000,67.443000,216838.000000,108.419000,1.737619,1963.395000,,,,,,
96,sequential,3000,sequential,"scenario_label=sequential,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,3725531893,3258144077,1581602.500000,99585.000000,144000.000000,4290,239463.824500,271.170000,239734.994500,3000,3000,4,857,,,,,,,,,,,,,,,,,,,,4.000000,,1896.810355,DQTA(k_max=3),49,19.000000,,,,,,,,,,3861,0.777001,48.000000,33.195000,243585.000000,81.195000,3.500583,1581.602500,,,,,,
96,sequential,5000,sequential,"scenario_label=sequential,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,3567395014,129120811,9358746.250000,673940.000000,284888.000000,13564,2341112.575500,1490.324000,2342602.899500,5000,5000,3,5707,,,,,,,,,,,,,,,,,,,,4.996800,,534.259597,DQTA(k_max=3),49,25.000000,,,,,,,,,,10710,0.466853,56.977600,134.788000,958828.000000,191.765600,0.876117,9358.746250,,,,,,
96,sequential,7000,sequential,"scenario_label=sequential,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,2451383360,4288641748,13106697.500000,943853.000000,398976.000000,18994,4589903.882500,2087.194000,4591991.076500,7000,7000,4,7993,,,,,,,,,,,,,,,,,,,,4.998857,,534.078093,DQTA(k_max=3),49,27.000000,,,,,,,,,,14997,0.466760,56.996571,134.836143,1342829.000000,191.832714,0.875766,13106.697500,,,,,,
96,sequential,10000,sequential,"scenario_label=sequential,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,3565546555,456743473,9760685.000000,670128.000000,659744.000000,18588,4896178.559000,1670.128000,4897848.687000,10000,10000,3,5723,,,,,,,,,,,,,,,,,,,,4.998400,,1024.518259,DQTA(k_max=3),49,25.000000,,,,,,,,,,15726,0.635890,65.974400,67.012800,1329872.000000,132.987200,1.747335,9760.685000,,,,,,
96,random,1000,random,"scenario_label=random,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,3039155335,3145700769,2266107.500000,147476.000000,143603.000000,1867,113367.026500,366.753500,113733.780000,1000,1000,0,866,,,,,,,,,,,,,,,,,,,,3.854000,,441.285332,EAQ_CBB,0,251.000000,,,,,,,,,,1866,0.535906,143.603000,147.476000,291079.000000,291.079000,1.154734,2266.107500,,,,,,
96,random,2000,random,"scenario_label=random,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,1789125192,2799936958,4511182.500000,293992.000000,285391.000000,3707,451627.603125,730.679500,452358.282625,2000,2000,0,1706,,,,,,,,,,,,,,,,,,,,3.829000,,443.342738,EAQ_CBB,0,493.000000,,,,,,,,,,3706,0.539665,142.695500,146.996000,579383.000000,289.691500,1.172333,4511.182500,,,,,,
96,random,3000,random,"scenario_label=random,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,3357382508,418047980,6683716.250000,437490.000000,420582.000000,5459,1006136.346000,1085.271000,1007221.617000,3000,3000,0,2458,,,,,,,,,,,,,,,,,,,,3.776667,,448.852089,EAQ_CBB,0,744.000000,,,,,,,,,,5458,0.549652,140.194000,145.830000,858072.000000,286.024000,1.220504,6683.716250,,,,,,
